MSV,Ma_Mon_Hoc_rieng,So_luong_mon_rieng,Ma_Mon_chung,So_luong_lop_trung
16000260,"['CHE1057', 'CHE1080', 'EVS3242', 'EVS3287', 'EVS3331', 'EVS3455', 'EVS3459 TTKHMT', 'EVS3460', 'EVS3464 CLCCNKTMT', 'HIS1056', 'MAT1090', 'MAT1092', 'MAT1101', 'PHY1103']",14,['EVS3331'],1
16001233,"['EVS3244', 'EVS3287', 'EVS3331', 'EVS3455', 'EVS3459 TTKHMT', 'EVS3460', 'EVS3464 CLCCNKTMT']",7,['EVS3331'],1
16003408,"['EVS2301', 'EVS2302', 'HIS1056', 'MAT1092', 'PHI1002', 'PHI1006', 'PHY1103 CLCMTKHTT']",7,['PHI1006'],9
16005420,"['CHE1084', 'CHE1085']",2,['CHE1085'],2
16008531,"['CHE1084', 'CHE1085', 'CHE2114', 'MAT1101']",4,['CHE1085'],2
17000127,"['MAT2308', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",6,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
17000196,"['CHE1067', 'CHE1069', 'CHE1083', 'CHE2114', 'MAT1101']",5,['CHE1069'],11
17000426,"['MAT2303', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT3301']",6,['MAT2317'],1
17000757,"['PHY1103', 'PHY1104']",2,['PHY1104'],7
17000997,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
17001108,"['CHE1084', 'CHE1085']",2,['CHE1085'],2
17001179,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
17001243,"['EVS3232', 'EVS3240', 'MAT1090', 'MAT1091', 'MAT1192', 'PHY1100']",6,['EVS3240'],4
17001547,"['EVS3232', 'EVS3240', 'EVS3241', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",7,"['EVS3240', 'EVS3331']",5
17001723,"['CHE1067', 'CHE1069', 'MAT1092']",3,['CHE1069'],11
17001902,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD']",4,"['CHE2019', 'CHE2019 CLCCNH']",2
17002523,"['MAT2301', 'MAT2303', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317']",6,['MAT2317'],1
17002746,"['MAT2403', 'MAT2406', 'MAT3525', 'MAT3532 CLCMTKHTT']",4,['MAT3532 CLCMTKHTT'],3
17003032,"['MAT2311', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT3305', 'MAT3306', 'MAT3347']",8,['MAT2317'],1
17003974,"['PHY3163 QTL', 'PHY3508', 'PHY3609', 'PHY3610', 'PHY3610 TNL', 'PHY3610E QTL', 'PHY3623', 'POL1001']",8,"['PHY3610', 'PHY3623']",3
17004472,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
17004650,"['MAT2034', 'MAT2308', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT3507']",7,['MAT2317'],1
17004880,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
17005014,"['CHE1057', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3287', 'EVS3331', 'EVS3455', 'EVS3459 TTKHMT', 'EVS3460', 'EVS3464 CLCCNKTMT', 'EVS4071', 'MAT1092']",11,['EVS3331'],1
17005436,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
17005895,"['CHE1065', 'CHE1091', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE3045', 'CHE3253', 'CHE3254']",9,"['CHE2019', 'CHE2019 CLCCNH']",2
17006081,"['CHE1084', 'CHE1085']",2,['CHE1085'],2
17006389,"['MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",3,['MAT3532 CLCMTKHTT'],3
17006599,"['MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'MAT3539', 'MAT3544']",5,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
17006730,"['MAT1091', 'MAT1092', 'MAT3525', 'MAT3532 CLCMTKHTT']",4,['MAT3532 CLCMTKHTT'],3
17007399,"['MAT2403', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544', 'PHI1002']",6,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
17007595,"['CHE1048', 'CHE1067', 'CHE1069']",3,['CHE1069'],11
17008148,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH']",4,"['CHE1054', 'CHE1054 CLCHD']",9
17008293,"['EVS3232', 'EVS3240', 'EVS4073']",3,['EVS3240'],4
17008511,"['MAT2403', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'PHY1103']",5,['MAT3532 CLCMTKHTT'],3
17008573,"['MAT2403', 'MAT2502', 'MAT3500', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539']",6,['MAT3532 CLCMTKHTT'],3
17008686,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
17008788,"['MAT3514', 'MAT3525', 'MAT3532 CLCMTKHTT']",3,['MAT3532 CLCMTKHTT'],3
17008800,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3263 TNS', 'BIO3377 TNS']",5,['BIO2514 CLCCNS'],1
17009381,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
17009845,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
18000012,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18000038,"['MAT3533', 'MAT3539', 'MAT3544']",3,['MAT3544'],1
18000307,"['MAT2406', 'MAT3452', 'MAT3539', 'MAT3544']",4,['MAT3544'],1
18000314,"['EVS3232', 'EVS3240', 'POL1001']",3,['EVS3240'],4
18000338,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'MAT1101', 'MAT1259 TNS']",8,['BIO2514 CLCCNS'],1
18000621,"['MAT2303', 'MAT2306', 'MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082']",7,['MAT3544'],1
18000697,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
18000701,"['MAT2406', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",4,['MAT3532 CLCMTKHTT'],3
18000762,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD']",4,"['CHE2019', 'CHE2019 CLCCNH']",2
18001015,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
18001018,"['CHE1048', 'CHE1067', 'CHE1069']",3,['CHE1069'],11
18001097,"['MAT2308', 'MAT2403', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",7,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
18001258,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
18001379,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
18001565,"['GEO3266', 'MAT3533', 'MAT3539', 'MAT3544']",4,['MAT3544'],1
18001669,"['MAT2308', 'MAT3525', 'MAT3532 CLCMTKHTT']",3,['MAT3532 CLCMTKHTT'],3
18001814,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18001841,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
18001887,"['MAT3500', 'MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082']",6,['MAT3544'],1
18001899,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1065', 'CHE1075', 'MAT1101']",7,"['CHE1054', 'CHE1054 CLCHD']",9
18002231,"['CHE1077 TNH', 'CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",11,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
18002246,"['HIS1001', 'MAT3533', 'MAT3539', 'MAT3544', 'PHI1002']",5,"['MAT3539', 'MAT3544']",2
18002265,"['PHI1002', 'PHI1006']",2,['PHI1006'],9
18002331,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'MAT1092', 'PHI1002', 'PHY1103']",7,"['CHE1054', 'CHE1054 CLCHD']",9
18002340,"['CHE1081', 'EVS3232', 'EVS3240']",3,['EVS3240'],4
18002697,"['CHE1091', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'CHE3253', 'CHE3254', 'MAT1092']",9,"['CHE2019', 'CHE2019 CLCCNH']",2
18002853,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
18002897,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE2114', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD', 'MAT1101']",10,"['CHE2061 CLCHD', 'CHE3286']",5
18002972,"['MAT2308', 'MAT2403', 'MAT3514', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544', 'PHY2302']",8,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
18003032,"['MAT2308', 'MAT2406', 'MAT3525', 'MAT3532 CLCMTKHTT']",4,['MAT3532 CLCMTKHTT'],3
18003053,"['MAT2301', 'MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082', 'PHY1108', 'PHY2302', 'PHY2304']",9,['MAT3544'],1
18003216,"['MAT3500', 'MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082']",6,['MAT3544'],1
18003227,"['MAT2306', 'MAT3533', 'MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082']",7,['MAT3544'],1
18003248,"['BIO2400E CLCCNS', 'BIO3182 CLCCNS', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'MAT3539', 'MAT3544']",7,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
18003507,"['MAT2403', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'MAT3539']",6,['MAT3532 CLCMTKHTT'],3
18003516,"['MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",3,['MAT3532 CLCMTKHTT'],3
18003544,"['MAT1101', 'MAT2034', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539']",6,['MAT3532 CLCMTKHTT'],3
18003582,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18003594,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE2130E TTH', 'POL1001']",8,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH']",14
18003731,"['MAT3539', 'MAT3544', 'PHI1002']",3,['MAT3544'],1
18003770,"['CHE1048', 'CHE1052 CLCHD', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'GEO1050', 'HIS1056', 'MAT1101', 'PHY1100', 'PHY1103']",11,"['CHE2019', 'CHE2019 CLCCNH']",2
18003782,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18003794,"['CHE2130E TTH', 'MAT1091', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",6,['PHY2000'],2
18003801,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD']",4,"['CHE2019', 'CHE2019 CLCCNH']",2
18003863,"['CHE1075', 'CHE1084', 'CHE1085', 'CHE1091', 'CHE3045', 'PHY1100']",6,['CHE1085'],2
18003895,"['CHE1080', 'CHE1081', 'EVS3232', 'EVS3240', 'HIS1056', 'MAT1090', 'MAT1091', 'MAT1092', 'MAT1101', 'PHY1100', 'PHY1103']",11,['EVS3240'],4
18003912,"['EVS2302', 'EVS3232', 'EVS3240']",3,['EVS3240'],4
18004114,"['EVS3232', 'EVS3240', 'PHY1100']",3,['EVS3240'],4
18004179,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
18004215,"['CHE2021 CLCCNH', 'CHE3253 CLCCNH', 'MAT1091', 'MAT1092 CLCHD', 'MAT1101', 'MAT2034', 'MAT2308', 'MAT2403', 'MAT3525', 'MAT3532 CLCMTKHTT']",10,['MAT3532 CLCMTKHTT'],3
18004259,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18004273,"['EVS2302', 'PHY1100']",2,['PHY1100'],1
18004278,"['EVS3232', 'EVS3240', 'MAT1101', 'PHY1103']",4,['EVS3240'],4
18004315,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18004495,"['MAT2303', 'MAT3365', 'MAT3372', 'MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082']",8,['MAT3544'],1
18004558,"['CHE1057 QTS', 'CHE1058', 'CHE1058 CLCHD', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD']",6,"['CHE1058 CLCHD', 'CHE1058', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD']",16
18004599,"['CHE2121 TNH', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD', 'HIS1056', 'MAT1101', 'PHY1103 CLCHD']",8,['CHE3286'],1
18004659,"['CHE1081', 'EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS3241', 'MAT1090', 'PHI1002', 'POL1001']",8,['MAT1090'],1
18004739,"['CHE1080', 'CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL', 'POL1001']",12,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
18004822,"['MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",4,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
18004826,"['CHE1067', 'CHE1069', 'CHE1075', 'CHE3300']",4,['CHE1069'],11
18004828,"['BIO2088', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3304', 'CHE1057']",9,['BIO2400 CLCCNS'],1
18005040,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH']",6,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH']",14
18005072,"['MAT2303', 'MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082']",6,['MAT3544'],1
18005135,"['MAT2318', 'MAT2406', 'MAT3539', 'MAT3544', 'PHY1100']",5,['MAT3544'],1
18005182,"['CHE1057', 'EVS3242', 'EVS3287', 'EVS3331']",4,['EVS3331'],1
18005269,"['MAT1091', 'PHI1002', 'PHI1006']",3,['PHI1006'],9
18005314,"['MAT2403', 'MAT3452', 'MAT3539', 'MAT3544']",4,['MAT3544'],1
18005375,"['MAT2318', 'MAT2406', 'MAT3533', 'MAT3539', 'MAT3544']",5,['MAT3544'],1
18005436,"['MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",4,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
18005538,"['MAT2403', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",4,['MAT3532 CLCMTKHTT'],3
18005570,"['MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT4072']",5,['MAT2317'],1
18005687,"['CHE1067', 'CHE1069', 'MAT1090']",3,['CHE1069'],11
18005756,"['MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082']",5,['MAT3544'],1
18005811,"['CHE1080', 'PHI1002', 'PHY1103', 'PHY1104', 'PHY2302', 'PHY2306']",6,['PHY1104'],7
18005900,"['CHE1075', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD']",5,"['CHE2019', 'CHE2019 CLCCNH']",2
18006162,"['CHE1067', 'CHE1069']",2,['CHE1069'],11
18006345,"['CHE1067', 'CHE1069']",2,['CHE1069'],11
18006412,"['CHE1067', 'CHE1069', 'CHE1075']",3,['CHE1069'],11
18006637,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD']",4,"['CHE2019', 'CHE2019 CLCCNH']",2
18006693,"['CHE1075', 'CHE1084', 'CHE1085']",3,['CHE1085'],2
18006950,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
18007176,"['MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",4,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
18007201,"['MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",5,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
18007345,"['BIO2045', 'BIO3301 CLCCNS', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'MAT1192', 'PHY1103']",8,"['CHE2019', 'CHE2019 CLCCNH']",2
18007412,"['CHE1057', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4071', 'EVS4073']",8,"['EVS3240', 'EVS3331']",5
18007457,"['PHY2302', 'PHY3609', 'PHY3610', 'PHY3610 TNL', 'PHY3610E QTL', 'PHY3623']",6,"['PHY3610', 'PHY3623']",3
18007583,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18007688,"['MAT3533', 'MAT3539', 'MAT3544']",3,['MAT3544'],1
18007889,"['MAT3539', 'MAT3544', 'POL1001']",3,['MAT3544'],1
18008031,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
18008170,"['CHE1084', 'CHE1085', 'PHY1100', 'PHY1103']",4,['CHE1085'],2
18008271,"['MAT2403', 'MAT3500', 'MAT3514', 'MAT3525', 'MAT3532 CLCMTKHTT']",5,['MAT3532 CLCMTKHTT'],3
18008415,"['CHE1052 CLCHD', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'MAT1092 CLCHD']",6,"['CHE2019', 'CHE2019 CLCCNH']",2
18008511,"['MAT2403', 'MAT2406', 'MAT3452', 'MAT3539', 'MAT3544', 'PHY2302', 'PHY2304', 'PHY2306']",8,['MAT3544'],1
18008602,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'MAT1090', 'MAT1101']",6,['EVS3240'],4
18008662,"['PHY1103', 'PHY1104']",2,['PHY1104'],7
18008732,"['CHE1067', 'CHE1069']",2,['CHE1069'],11
18008966,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18009041,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
18009047,"['MAT3533', 'MAT3539', 'MAT3544']",3,['MAT3544'],1
18009051,"['MAT1092', 'MAT1101', 'PHY1103', 'PHY1104']",4,['PHY1104'],7
18009108,"['BIO3301 CLCCNS', 'BIO3803E CLCCNS', 'MAT2407', 'MAT2502', 'MAT3506', 'MAT3539', 'MAT3544', 'POL1001']",8,['MAT3544'],1
18009193,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'PHY1103']",5,"['CHE2019', 'CHE2019 CLCCNH']",2
18009254,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18009315,"['MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",5,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
18009324,"['CHE1067', 'CHE1069']",2,['CHE1069'],11
18009442,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18009590,"['MAT2406', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",4,['MAT3532 CLCMTKHTT'],3
18009651,"['MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082']",5,['MAT3544'],1
18009773,"['MAT2308', 'MAT3514', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",6,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
18009814,"['CHE1067', 'CHE1069', 'CHE1075']",3,['CHE1069'],11
18009894,"['MAT3500', 'MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082', 'PHY1103']",7,['MAT3544'],1
18014238,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH']",4,"['CHE1054', 'CHE1054 CLCHD']",9
18018250,"['CHE1067', 'CHE1069']",2,['CHE1069'],11
18018909,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1084', 'CHE1085']",6,"['CHE1054', 'CHE1054 CLCHD', 'CHE1085']",11
18107724,"['CHE1155', 'CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",5,"['CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",20
18109699,"['CHE1155', 'CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",5,"['CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",20
19000008,"['MAT3365', 'MAT3372', 'MAT3507', 'MAT3539', 'MAT3544']",5,['MAT3544'],1
19000013,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'PHI1002']",11,"['BIO2218 CLCCNS', 'BIO2218']",11
19000025,"['CHE1084', 'CHE1085']",2,['CHE1085'],2
19000033,"['PHY2064E QTL', 'PHY2166 TNL', 'PHY2306E QTL', 'PHY2307', 'PHY2307 TNL', 'PHY2308 QTL', 'PHY2309', 'PHY2309 TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL']",12,"['PHY2307', 'PHY2309']",16
19000073,"['MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",6,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
19000093,"['PHY2064E QTL', 'PHY2166 TNL', 'PHY2306E QTL', 'PHY2307', 'PHY2307 TNL', 'PHY2308 QTL', 'PHY2309', 'PHY2309 TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL']",12,"['PHY2307', 'PHY2309']",16
19000097,"['CHE1075', 'CHE1084', 'CHE1085']",3,['CHE1085'],2
19000098,"['CHE1081', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'MAT1092']",10,"['EVS3240', 'EVS3331']",5
19000127,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH']",6,['CHE3301 CLCHD'],4
19000128,"['BIO2088', 'BIO2201', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3303', 'BIO3304']",10,['BIO2400 CLCCNS'],1
19000201,"['MAT2301', 'MAT2407', 'MAT3365', 'MAT3372', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",7,['MAT3532 CLCMTKHTT'],3
19000283,"['CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH', 'MAT1101']",9,['CHE2147E CLCHD'],1
19000288,"['PHY2064 TNL', 'PHY3346 TNL', 'PHY3355', 'PHY3355 CTĐB', 'PHY3367', 'PHY3428', 'PHY3503', 'PHY3506', 'PHY3506E QTL', 'PHY3507', 'PHY3507 QTL', 'PHY3508 TNL', 'PHY3608 TNL']",13,"['PHY3503', 'PHY3507']",12
19000299,"['MAT2301', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHY1100']",6,['MAT3532 CLCMTKHTT'],3
19000328,"['E363 TTKHMT', 'E455 TTKHMT', 'E476 TTKHMT', 'HIS1001', 'K300 TTKHMT', 'MAT1060']",6,['MAT1060'],4
19000398,"['MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",6,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
19000415,"['CHE1081', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",9,"['EVS3240', 'EVS3331']",5
19000481,"['CHE1048 CLCCNH', 'CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD']",6,['CHE2061 CLCHD'],4
19000547,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'PHI1002']",11,"['BIO2218 CLCCNS', 'BIO2218']",11
19000595,"['MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544', 'POL1001']",7,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
19000621,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD']",5,['CHE2061 CLCHD'],4
19000665,"['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'MAT3533']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
19000697,"['BIO2088', 'BIO2201', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3201', 'BIO3302', 'BIO3303', 'BIO3304']",11,['BIO2400 CLCCNS'],1
19000702,"['BIO2088', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3303', 'BIO3304']",9,['BIO2400 CLCCNS'],1
19000758,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'HIS1001', 'PHY1100']",12,"['BIO2218 CLCCNS', 'BIO2218']",11
