MSV,Ma_Mon_Hoc_rieng,So_luong_mon_rieng,Ma_Mon_chung,So_luong_lop_trung
19000770,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'MAT1091', 'POL1001']",20,"['EVS3240', 'EVS3331', 'GLO3157']",6
19000775,"['CHE1057', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3287', 'EVS3331', 'EVS4073 CLCCNKTMT', 'EVS4074', 'EVS4075', 'EVS4085', 'FLF1107', 'MAT1101', 'PHI1002', 'PHY1103']",15,"['EVS3240', 'EVS3331', 'FLF1107']",8
19000833,"['CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'MAT1092 CLCCNH']",8,"['CHE2061 CLCHD', 'CHE3301 CLCHD']",8
19000884,"['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'PHI1002', 'PHI1006']",8,['PHI1006'],9
19000908,"['HIS1056', 'MAT2034', 'MAT2403', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'PHI1002']",8,['MAT3532 CLCMTKHTT'],3
19000929,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'CHE1057 CLCCNS']",11,"['BIO2218 CLCCNS', 'BIO2218']",11
19000973,"['MAT2034', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",5,['MAT3532 CLCMTKHTT'],3
19001015,"['MAT2034', 'MAT2403', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",6,['MAT3532 CLCMTKHTT'],3
19001030,"['CHE1079', 'CHE1084', 'CHE1085', 'CHE1091', 'CHE3045']",5,['CHE1085'],2
19001031,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'POL1001']",9,"['EVS3240', 'EVS3331']",5
19001038,"['CHE2030E CLCHD', 'CHE2114E CLCHD', 'CHE2115 TNH', 'CHE2115 TTH', 'CHE2116 TNH', 'CHE2116E TTH', 'CHE3283 CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'CHE3302 CLCHD', 'CHE3303', 'CHE3303 TNH', 'CHE4052', 'E340 TTKHMT']",15,"['CHE3301 CLCHD', 'CHE3303 TNH', 'CHE3303']",6
19001114,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",8,"['EVS3240', 'EVS3331']",5
19001122,"['BIO2088', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3303', 'BIO3304']",9,['BIO2400 CLCCNS'],1
19001154,"['MAT2034', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",5,['MAT3532 CLCMTKHTT'],3
19001158,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",8,"['EVS3240', 'EVS3331']",5
19001160,"['CHE1079', 'CHE1084', 'CHE1085', 'MAT2301', 'MAT2303']",5,['CHE1085'],2
19001171,"['CHE1075', 'CHE1084', 'CHE1085', 'POL1001']",4,['CHE1085'],2
19001179,"['MAT2301', 'MAT2407', 'MAT3365', 'MAT3372', 'MAT3452', 'MAT3507', 'MAT3525', 'MAT3532 CLCMTKHTT']",8,['MAT3532 CLCMTKHTT'],3
19001192,"['CHE1080', 'GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'PHY1103', 'PHY1104']",9,['PHY1104'],7
19001197,"['CHE1075', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'CHE3045', 'CHE3253', 'CHE3254']",9,"['CHE2019', 'CHE2019 CLCCNH']",2
19001210,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'HIS1001', 'PHI1002', 'POL1001']",12,"['BIO2218 CLCCNS', 'BIO2218']",11
19001317,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'MAT1091']",11,['GLO3157'],1
19001343,"['BIO2088', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3303', 'BIO3304']",9,['BIO2400 CLCCNS'],1
19001352,"['CHE1075', 'CHE1084', 'CHE1085', 'CHE3045', 'POL1001']",5,['CHE1085'],2
19001423,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'PHI1002', 'PHI1006']",7,['PHI1006'],9
19001489,"['EVS2302 CTĐB', 'EVS2307', 'GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'PHY1100']",13,['GLO3157'],1
19001491,"['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'MAT1090', 'PHI1002', 'PHI1006']",9,['PHI1006'],9
19001565,"['BIO2088', 'BIO2201', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'MAT1091']",17,['GLO3157'],1
19001571,"['MAT2306', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT3300', 'MAT3305', 'MAT3306', 'MAT3347', 'PHI1002']",10,['MAT2317'],1
19001592,"['HIS1001', 'MAT2403 CLCMTKHTT', 'MAT2411E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'PHY1020']",9,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
19001615,"['BIO2088', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3303', 'BIO3304', 'CHE1057', 'MAT2034', 'MAT2407', 'MAT3373', 'PHI1002']",14,"['BIO2400 CLCCNS', 'PHI1002']",2
19001628,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE3045', 'CHE3253', 'CHE3254']",7,"['CHE2019', 'CHE2019 CLCCNH']",2
19001645,"['MAT2403', 'MAT3373', 'MAT3452', 'MAT3500', 'MAT3525', 'MAT3532 CLCMTKHTT']",6,['MAT3532 CLCMTKHTT'],3
19001652,"['CHE1057', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",9,"['EVS3240', 'EVS3331']",5
19001655,"['CHE1081', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'HIS1001', 'MAT1092', 'PHI1002']",12,"['EVS3240', 'EVS3331']",5
19001710,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'POL1001']",7,['BIO2514 CLCCNS'],1
19001711,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",8,"['EVS3240', 'EVS3331']",5
19001763,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'MAT1101']",6,['CHE2061 CLCHD'],4
19001788,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS']",10,"['BIO2218 CLCCNS', 'BIO2218']",11
19001833,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",4,['MAT3532 CLCMTKHTT'],3
19001862,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']",6,['BIO2514 CLCCNS'],1
19001877,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059']",10,['GLO3157'],1
19001946,"['CHE1075', 'CHE1079', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE3045', 'CHE3253', 'CHE3254']",9,"['CHE2019', 'CHE2019 CLCCNH']",2
19001996,"['CHE1048', 'CHE1075', 'CHE1084', 'CHE1085', 'PHY1100']",5,['CHE1085'],2
19002010,"['CHE2118E TTH', 'CHE2119 TNH', 'CHE2119 TTH', 'CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH', 'PHI1002']",12,['CHE2147E CLCHD'],1
19002036,"['MAT2403', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",5,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
19002104,"['CHE1048 CLCCNH', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD']",5,['CHE2061 CLCHD'],4
19002132,"['MAT2034', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",5,['MAT3532 CLCMTKHTT'],3
19002196,"['CHE1084', 'CHE1085']",2,['CHE1085'],2
19002197,"['CHE1084', 'CHE1085']",2,['CHE1085'],2
19002233,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1081', 'CHE1091', 'CHE2114', 'EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'EVS2109', 'EVS3244', 'EVS3248', 'EVS3409', 'EVS3410', 'GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'MAT1090', 'PHY1100', 'POL1001']",24,"['CHE1054', 'CHE1054 CLCHD']",9
19002265,"['CHE1067', 'CHE1069']",2,['CHE1069'],11
19002269,"['GEO1050', 'HIS1001', 'MAT2034', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",7,['MAT3532 CLCMTKHTT'],3
19002315,"['BIO2088', 'BIO2201', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3303', 'BIO3304']",10,['BIO2400 CLCCNS'],1
19002324,"['BIO2088', 'BIO2201', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3303', 'BIO3304']",10,['BIO2400 CLCCNS'],1
19002481,"['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'PHI1002', 'PHI1006', 'POL1001']",9,['PHI1006'],9
19002509,"['MAT2301', 'MAT3525', 'MAT3532 CLCMTKHTT']",3,['MAT3532 CLCMTKHTT'],3
19002541,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'MAT1092']",8,"['EVS3240', 'EVS3331']",5
19002611,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']",6,['BIO2514 CLCCNS'],1
19002657,"['CHE1075', 'CHE1084', 'CHE1085', 'CHE1090']",4,['CHE1085'],2
19002667,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'PHI1002']",9,"['EVS3240', 'EVS3331']",5
19002735,"['HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",6,['MAT3532 CLCMTKHTT'],3
19002746,"['MAT2301', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'POL1001']",8,['MAT3532 CLCMTKHTT'],3
19002752,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",8,['MAT3532 CLCMTKHTT'],3
19002761,"['MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",6,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
19002825,"['CHE1081', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'HIS1001', 'PHI1002']",11,"['EVS3240', 'EVS3331']",5
19002845,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'MAT1092', 'PHI1002', 'PHY1100', 'POL1001']",12,"['EVS3240', 'EVS3331']",5
19002867,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'POL1001']",6,['MAT3532 CLCMTKHTT'],3
19002897,"['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'PHI1002', 'PHI1006']",8,['PHI1006'],9
19002913,"['PHY2064 TNL', 'PHY3346 TNL', 'PHY3355', 'PHY3355 CTĐB', 'PHY3367', 'PHY3428', 'PHY3503', 'PHY3506', 'PHY3506E QTL', 'PHY3507', 'PHY3507 QTL', 'PHY3508 TNL', 'PHY3608 TNL']",13,"['PHY3503', 'PHY3507']",12
19002943,"['CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD', 'HIS1001']",8,"['CHE2061 CLCHD', 'CHE3286']",5
19002960,"['HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",6,['MAT3532 CLCMTKHTT'],3
19002982,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1084', 'CHE1085', 'CHE1090', 'HIS1001', 'PHI1002']",9,"['CHE1054', 'CHE1054 CLCHD', 'CHE1085']",11
19003021,"['HIS1001', 'MAT2407', 'MAT3452', 'MAT3539', 'MAT3544']",5,['MAT3544'],1
19003035,"['MAT2301', 'MAT2303', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'PHI1002']",7,['MAT2317'],1
19003053,"['CHE2121 TNH', 'CHE2130 TNH', 'CHE2131 TNH', 'CHE2133 TNH', 'CHE2133 TTH', 'GEO1050', 'GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'PHI1002', 'PHI1006']",14,['PHI1006'],9
19003056,"['CHE1075', 'CHE1084', 'CHE1085', 'CHE1090']",4,['CHE1085'],2
19003063,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'CHE1080', 'CHE1081', 'MAT2034', 'MAT2407', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'PHY1103', 'PHY1104']",16,"['MAT3532 CLCMTKHTT', 'PHY1104']",10
19003082,"['HIS1056', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",4,['MAT3532 CLCMTKHTT'],3
19003103,"['CHE1084', 'CHE1085']",2,['CHE1085'],2
19003123,"['BIO2088', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3303', 'BIO3304', 'CHE1080']",10,['BIO2400 CLCCNS'],1
19003142,"['CHE1075', 'CHE1084', 'CHE1085', 'CHE1090']",4,['CHE1085'],2
19003155,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD', 'HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",9,['MAT3532 CLCMTKHTT'],3
19003171,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3287', 'EVS3331', 'EVS4073 CLCCNKTMT', 'EVS4074', 'EVS4075', 'EVS4085', 'FLF1107', 'MAT1091']",12,"['EVS3240', 'EVS3331', 'FLF1107']",8
19003216,"['CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE2114E CLCHD']",4,['CHE2061 CLCHD'],4
19003228,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'POL1001']",9,"['EVS3240', 'EVS3331']",5
19003248,"['BIO2088', 'BIO2201', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'HIS1001', 'MAT2407', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHI1002']",12,['MAT3532 CLCMTKHTT'],3
19003291,"['CHE1048 CLCCNH', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE3045E CLCCNH', 'CHE3211 CTĐB', 'CHE3253 CLCCNH', 'CHE3254 CLCCNH', 'PHI1002']",10,"['CHE1054', 'CHE1054 CLCHD']",9
19003301,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059']",10,['GLO3157'],1
19003308,"['CHE1079', 'CHE1084', 'CHE1085']",3,['CHE1085'],2
19003347,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2400E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3182 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'CHE1057 CLCCNS']",13,"['BIO2218 CLCCNS', 'BIO2218']",11
19003364,"['CHE1048', 'CHE1084', 'CHE1085', 'HIS1001']",4,['CHE1085'],2
19003365,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059']",10,['GLO3157'],1
19003394,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059']",10,['GLO3157'],1
19003423,"['MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",4,['MAT3532 CLCMTKHTT'],3
19003433,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']",6,['BIO2514 CLCCNS'],1
19003441,"['CHE1079', 'CHE1084', 'CHE1085']",3,['CHE1085'],2
19003507,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'HIS1001', 'PHI1002', 'PHI1006', 'POL1001']",9,['PHI1006'],9
19003510,"['CHE1075', 'CHE1084', 'CHE1085']",3,['CHE1085'],2
19003516,"['BIO2088', 'BIO2201', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3303', 'BIO3304']",10,['BIO2400 CLCCNS'],1
19003532,"['MAT2303', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHY1100']",7,['MAT3532 CLCMTKHTT'],3
19003561,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",8,"['EVS3240', 'EVS3331']",5
19003602,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'MAT1092 CLCCNH']",9,"['CHE2061 CLCHD', 'CHE3301 CLCHD']",8
19003608,"['MAT2034', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",5,['MAT3532 CLCMTKHTT'],3
19003659,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2206', 'BIO2208', 'BIO3252', 'GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059']",18,['GLO3157'],1
19003717,"['PHY2064E QTL', 'PHY2166 TNL', 'PHY2306E QTL', 'PHY2307', 'PHY2307 TNL', 'PHY2308 QTL', 'PHY2309', 'PHY2309 TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL']",12,"['PHY2307', 'PHY2309']",16
19003720,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'HIS1001']",9,"['EVS3240', 'EVS3331']",5
19003736,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2206', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3252']",11,['BIO2400 CLCCNS'],1
19003782,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']",6,['BIO2514 CLCCNS'],1
19003794,"['PHY2064 TNL', 'PHY3346 TNL', 'PHY3355', 'PHY3355 CTĐB', 'PHY3367', 'PHY3428', 'PHY3503', 'PHY3506', 'PHY3506E QTL', 'PHY3507', 'PHY3507 QTL', 'PHY3508 TNL', 'PHY3608 TNL']",13,"['PHY3503', 'PHY3507']",12
19003798,"['PHY2064E QTL', 'PHY2166 TNL', 'PHY2306E QTL', 'PHY2307', 'PHY2307 TNL', 'PHY2308 QTL', 'PHY2309', 'PHY2309 TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL']",12,"['PHY2307', 'PHY2309']",16
19003806,"['CHE2121 TNH', 'CHE2130 TNH', 'CHE2131 TNH', 'CHE2133 TNH', 'CHE2133 TTH', 'MAT3373', 'MAT3539', 'MAT3544']",8,['MAT3544'],1
19003811,"['CHE1048', 'CHE1084', 'CHE1085']",3,['CHE1085'],2
19003863,"['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'MAT3533']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
19003897,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",8,"['EVS3240', 'EVS3331']",5
19003911,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1075', 'CHE3045', 'CHE3253', 'CHE3254', 'HIS1001']",9,"['CHE1054', 'CHE1054 CLCHD']",9
19003918,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']",6,['BIO2514 CLCCNS'],1
19004004,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS']",9,"['BIO2218 CLCCNS', 'BIO2218']",11
19004027,"['CHE2118E TTH', 'CHE2119 TNH', 'CHE2119 TTH', 'CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH', 'PHI1002']",12,['CHE2147E CLCHD'],1
19004045,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS']",9,"['BIO2218 CLCCNS', 'BIO2218']",11
19004071,"['CHE1048', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD']",8,"['CHE2061 CLCHD', 'CHE3286']",5
19004085,"['CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH']",8,['CHE2147E CLCHD'],1
19004130,"['CHE1075', 'CHE1084', 'CHE1085', 'CHE1090']",4,['CHE1085'],2
19004162,"['MAT2034', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'PHI1002', 'POL1001']",7,['MAT3532 CLCMTKHTT'],3
19004182,"['HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",6,['MAT3532 CLCMTKHTT'],3
19004221,"['CHE1075', 'CHE1084', 'CHE1085', 'CHE2114']",4,['CHE1085'],2
19004222,"['CHE1075', 'CHE1084', 'CHE1085', 'HIS1001']",4,['CHE1085'],2
19004223,"['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'PHI1002', 'PHI1006', 'POL1001']",9,['PHI1006'],9
19004235,"['BIO2088', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3252', 'BIO3302', 'BIO3304']",9,['BIO2400 CLCCNS'],1
19004264,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059']",10,['GLO3157'],1
