Subject 1,Subject 2,Students that study both subject,Number of students
['BIO2044'],['CHE1079E CLCCNH'],[],0
['BIO2044'],['CHE1080'],"[19004128, 20005954, 19005538, 19007301, 19002118, 19008511]",6
['BIO2044'],['CHE1081'],"[19003904, 19007584, 20005954, 19007201, 19006949, 19007176, 19001739, 19000145, 19008152, 19008763, 19009917, 19008511]",12
['BIO2044'],['CHE1081 CLCCNS'],[],0
['BIO2044'],['CHE1081 QTS'],[],0
['BIO2044'],['CHE1081 TNS'],[],0
['BIO2044'],['CHE1083'],[],0
['BIO2044'],['CHE1084'],[],0
['BIO2044'],['CHE1084 TNH'],[],0
['BIO2044'],['CHE1090'],[],0
['BIO2044'],['CHE1091'],[],0
['BIO2044'],['CHE1091 CLCCNH'],[],0
['BIO2044'],['CHE1095E TTH'],[],0
['BIO2044'],['CHE1099E TNH'],[],0
['BIO2044'],['CHE1099E TTH'],[],0
['BIO2044'],['CHE1129 CLCCNH'],[],0
['BIO2044'],['CHE1155'],[],0
['BIO2044'],['CHE2018'],[],0
['BIO2044'],['CHE2021'],[],0
['BIO2044'],['CHE2021 CLCCNH'],[],0
['BIO2044'],['CHE2030E CLCHD'],[],0
['BIO2044'],['CHE2110 TNH'],[],0
['BIO2044'],['CHE2110E TTH'],[],0
['BIO2044'],['CHE2114'],[],0
['BIO2044'],['CHE2114E CLCHD'],[],0
['BIO2044'],['CHE2118E TTH'],[],0
['BIO2044'],['CHE2120E TTH'],[],0
['BIO2044'],['CHE2121 TNH'],[],0
['BIO2044'],['CHE2128 TNH'],[],0
['BIO2044'],['CHE2130 TNH'],[],0
['BIO2044'],['CHE2130E TTH'],[],0
['BIO2044'],['CHE2131 TNH'],[],0
['BIO2044'],['CHE2145E TTH'],[],0
['BIO2044'],['CHE3045'],[],0
['BIO2044'],['CHE3045E CLCCNH'],[],0
['BIO2044'],['CHE3212 TTH'],[],0
['BIO2044'],['CHE3253'],[],0
['BIO2044'],['CHE3253 CLCCNH'],[],0
['BIO2044'],['CHE3254'],[],0
['BIO2044'],['CHE3254 CLCCNH'],[],0
['BIO2044'],['CHE3283 CLCHD'],[],0
['BIO2044'],['CHE3300'],[],0
['BIO2044'],['CHE3300 CLCHD'],[],0
['BIO2044'],['CHE3302 CLCHD'],[],0
['BIO2044'],['E363 TTKHMT'],[],0
['BIO2044'],['E476 TTKHMT'],[],0
['BIO2044'],['EVF2007'],[],0
['BIO2044'],['EVF2032'],[],0
['BIO2044'],['EVS2017'],[],0
['BIO2044'],['EVS2109'],[],0
['BIO2044'],['EVS2301'],[],0
['BIO2044'],['EVS2301 CLCKHMT'],[],0
['BIO2044'],['EVS2302'],[],0
['BIO2044'],['EVS2302 CTĐB'],[],0
['BIO2044'],['EVS3158'],[19005538],1
['BIO2044'],['EVS3232'],[19005538],1
['BIO2044'],['EVS3241'],[],0
['BIO2044'],['EVS3241 CLCKHMT'],[],0
['BIO2044'],['EVS3242'],[],0
['BIO2044'],['EVS3244'],[19005538],1
['BIO2044'],['EVS3245'],[],0
['BIO2044'],['EVS3248'],[],0
['BIO2044'],['EVS3250'],[],0
['BIO2044'],['EVS3250 CLCKHMT'],[],0
['BIO2044'],['EVS3287'],[19005538],1
['BIO2044'],['EVS3402 CTĐB'],[],0
['BIO2044'],['EVS3409'],[],0
['BIO2044'],['EVS3453'],[],0
['BIO2044'],['EVS3455'],[],0
['BIO2044'],['EVS4071'],[],0
['BIO2044'],['EVS4071 CLCKHMT'],[],0
['BIO2044'],['EVS4073'],[19005538],1
['BIO2044'],['EVS4073 CLCCNKTMT'],[],0
['BIO2044'],['GEO1050'],[19000545],1
['BIO2044'],['GEO2016'],[],0
['BIO2044'],['GEO2025'],[],0
['BIO2044'],['GEO2059'],[],0
['BIO2044'],['GEO2110'],[],0
['BIO2044'],['GEO2300'],[],0
['BIO2044'],['GEO2304'],[],0
['BIO2044'],['GEO2319'],[],0
['BIO2044'],['GEO2320'],[],0
['BIO2044'],['GEO2400'],[],0
['BIO2044'],['GEO2404'],[],0
['BIO2044'],['GEO3119'],[],0
['BIO2044'],['GEO3143'],[],0
['BIO2044'],['GEO3209'],[],0
['BIO2044'],['GEO3219'],[],0
['BIO2044'],['GEO3224'],[],0
['BIO2044'],['GEO3237'],[],0
['BIO2044'],['GEO3263'],[],0
['BIO2044'],['GEO3265'],[],0
['BIO2044'],['GEO3266'],[],0
['BIO2044'],['GEO3269'],[],0
['BIO2044'],['GEO3270'],[],0
['BIO2044'],['GEO3304'],[],0
['BIO2044'],['GEO3305'],[],0
['BIO2044'],['GEO3360'],[],0
['BIO2044'],['GEO3400'],[],0
['BIO2044'],['GEO3402'],[],0
['BIO2044'],['GEO3403'],[],0
['BIO2044'],['GLO2038'],[],0
['BIO2044'],['GLO2056'],[],0
['BIO2044'],['GLO2069 CLCĐC'],[],0
['BIO2044'],['GLO2093'],[],0
['BIO2044'],['GLO2099'],[],0
['BIO2044'],['GLO3122'],[19003659],1
['BIO2044'],['GLO3158'],[19003659],1
['BIO2044'],['GLO3196 CLCĐC'],[],0
['BIO2044'],['GLO3197 CLCĐC'],[],0
['BIO2044'],['GLO3198'],[19003659],1
['BIO2044'],['GLO3228'],[19003659],1
['BIO2044'],['GLO3229'],[19003659],1
['BIO2044'],['HIS1001'],"[19000545, 20005954, 19009315, 19003334, 19006762, 19004913]",6
['BIO2044'],['HIS1056'],[],0
['BIO2044'],['HMO2021'],[],0
['BIO2044'],['HMO2106'],[],0
['BIO2044'],['HMO2110'],[],0
['BIO2044'],['HMO2201'],[],0
['BIO2044'],['HMO3178'],[],0
['BIO2044'],['HMO3181'],[],0
['BIO2044'],['HMO3204'],[],0
['BIO2044'],['HMO3302'],[],0
['BIO2044'],['HMO3303'],[],0
['BIO2044'],['HMO3306'],[],0
['BIO2044'],['HMO3307'],[],0
['BIO2044'],['HMO3311'],[],0
['BIO2044'],['HMO3312'],[],0
['BIO2044'],['HMO3321'],[],0
['BIO2044'],['HMO3507'],[],0
['BIO2044'],['HMO3521'],[],0
['BIO2044'],['HMO3600'],[],0
['BIO2044'],['HMO3601'],[],0
['BIO2044'],['HMO3602'],[],0
['BIO2044'],['HMO3603'],[],0
['BIO2044'],['HMO3608'],[],0
['BIO2044'],['HMO3609'],[],0
['BIO2044'],['HMO3610'],[],0
['BIO2044'],['HMO3611'],[],0
['BIO2044'],['K300 TTKHMT'],[],0
['BIO2044'],['MAT1076'],[],0
['BIO2044'],['MAT1090'],"[19007176, 19000145, 19007201]",3
['BIO2044'],['MAT1091'],"[19007176, 19001739, 19003076, 19009047]",4
['BIO2044'],['MAT1092'],[],0
['BIO2044'],['MAT1092 CLCCNH'],[],0
['BIO2044'],['MAT1092 CLCHD'],[],0
['BIO2044'],['MAT1092 TTH'],[],0
['BIO2044'],['MAT1101'],[19009594],1
['BIO2044'],['MAT1192'],"[19005538, 19006949, 19009254, 19003239, 18008510]",5
['BIO2044'],['MAT1192 CLCCNS'],[],0
['BIO2044'],['MAT1192 QTS'],[],0
['BIO2044'],['MAT1259 TNS'],[],0
['BIO2044'],['MAT1292 TNH'],[],0
['BIO2044'],['MAT1292 TNS'],[],0
['BIO2044'],['MAT2034'],[],0
['BIO2044'],['MAT2301'],[],0
['BIO2044'],['MAT2303'],[],0
['BIO2044'],['MAT2303 TNT'],[],0
['BIO2044'],['MAT2306'],[],0
['BIO2044'],['MAT2308'],[],0
['BIO2044'],['MAT2310'],[],0
['BIO2044'],['MAT2311'],[],0
['BIO2044'],['MAT2311 TNT'],[],0
['BIO2044'],['MAT2314'],[],0
['BIO2044'],['MAT2314 TNT'],[],0
['BIO2044'],['MAT2317 CLCMTKHTT'],[],0
['BIO2044'],['MAT2318'],[],0
['BIO2044'],['MAT2321 TNT'],[],0
['BIO2044'],['MAT2403'],[],0
['BIO2044'],['MAT2403 CLCMTKHTT'],[],0
['BIO2044'],['MAT2406'],[],0
['BIO2044'],['MAT2407'],[19009108],1
['BIO2044'],['MAT2407 TNT'],[],0
['BIO2044'],['MAT2411E CLCMTKHTT'],[19003951],1
['BIO2044'],['MAT2502'],[],0
['BIO2044'],['MAT2502 CLCMTKHTT'],[],0
['BIO2044'],['MAT3101 TNT'],[],0
['BIO2044'],['MAT3300'],[],0
['BIO2044'],['MAT3300 TNT'],[],0
['BIO2044'],['MAT3301'],[],0
['BIO2044'],['MAT3305'],[],0
['BIO2044'],['MAT3306'],[],0
['BIO2044'],['MAT3318 TNT'],[],0
['BIO2044'],['MAT3322 TNT'],[],0
['BIO2044'],['MAT3340 TNT'],[],0
['BIO2044'],['MAT3344'],[],0
['BIO2044'],['MAT3344 TNT'],[],0
['BIO2044'],['MAT3347'],[],0
['BIO2044'],['MAT3365'],[],0
['BIO2044'],['MAT3373'],[],0
['BIO2044'],['MAT3373E CLCMTKHTT'],[19003951],1
['BIO2044'],['MAT3379'],[],0
['BIO2044'],['MAT3452'],[19009108],1
['BIO2044'],['MAT3500'],[],0
['BIO2044'],['MAT3500 CLCMTKHTT'],[],0
['BIO2044'],['MAT3506'],[],0
['BIO2044'],['MAT3507'],[],0
['BIO2044'],['MAT3509'],[],0
['BIO2044'],['MAT3514'],[],0
['BIO2044'],['MAT3517E CLCMTKHTT'],[],0
['BIO2044'],['MAT3525'],[19009108],1
['BIO2044'],['MAT3533'],[19009108],1
['BIO2044'],['MAT3533 CLCMTKHTT'],[19003951],1
['BIO2044'],['MAT3535 CLCMTKHTT'],[],0
['BIO2044'],['MAT3539'],[],0
['BIO2044'],['MAT3551E CLCMTKHTT'],[],0
['BIO2044'],['MAT3554 CLCMTKHTT'],[],0
['BIO2044'],['MAT3554E CLCMTKHTT'],[],0
['BIO2044'],['MAT3562E CLCMTKHTT'],[19003951],1
['BIO2044'],['MAT4072'],[],0
['BIO2044'],['MAT4073'],[],0
['BIO2044'],['MNS1052'],[],0
['BIO2044'],['PHI1002'],"[19004128, 19000545, 20005954, 19009315, 19007301, 19003032, 19003951, 19009108, 19009432, 19005530, 20008763, 19008511]",12
['BIO2044'],['PHY1012 TNL'],[],0
['BIO2044'],['PHY1013 TNL'],[],0
['BIO2044'],['PHY1020'],[],0
['BIO2044'],['PHY1020 CTĐB'],[],0
['BIO2044'],['PHY1100'],"[19006081, 19007201, 19000871]",3
['BIO2044'],['PHY1100E CLCCNKTMT'],[],0
['BIO2044'],['PHY1103'],"[19003904, 19004128, 19000145, 19003731, 19000954]",5
['BIO2044'],['PHY1103 CLCCNH'],[],0
['BIO2044'],['PHY1103 CLCHD'],[],0
['BIO2044'],['PHY1103 CLCMTKHTT'],[],0
['BIO2044'],['PHY1103 QTS'],[],0
['BIO2044'],['PHY1106 QTL'],[],0
['BIO2044'],['PHY1108'],[19008511],1
['BIO2044'],['PHY1108 QTL'],[],0
['BIO2044'],['PHY1113'],[19005017],1
['BIO2044'],['PHY1113 TNL'],[],0
['BIO2044'],['PHY1161 CTĐB'],[],0
['BIO2044'],['PHY1161 TTH'],[],0
['BIO2044'],['PHY2004'],[],0
['BIO2044'],['PHY2004 QTL'],[],0
['BIO2044'],['PHY2064 TNL'],[],0
['BIO2044'],['PHY2064E QTL'],[],0
['BIO2044'],['PHY2206'],[],0
['BIO2044'],['PHY2302'],[],0
['BIO2044'],['PHY2302 TNL'],[],0
['BIO2044'],['PHY2302E QTL'],[],0
['BIO2044'],['PHY2303 TNL'],[],0
['BIO2044'],['PHY2304'],[],0
['BIO2044'],['PHY2304E QTL'],[],0
['BIO2044'],['PHY2306'],[],0
['BIO2044'],['PHY2306E QTL'],[],0
['BIO2044'],['PHY2310'],[],0
['BIO2044'],['PHY2500'],[],0
['BIO2044'],['PHY2502'],[],0
['BIO2044'],['PHY3163'],[],0
['BIO2044'],['PHY3163 QTL'],[],0
['BIO2044'],['PHY3167'],[19008511],1
['BIO2044'],['PHY3301'],[],0
['BIO2044'],['PHY3302'],[19008511],1
['BIO2044'],['PHY3303'],[],0
['BIO2044'],['PHY3314'],[],0
['BIO2044'],['PHY3346 TNL'],[],0
['BIO2044'],['PHY3508'],[],0
['BIO2044'],['PHY3508 TNL'],[],0
['BIO2044'],['PHY3508E QTL'],[],0
['BIO2044'],['PHY3605E QTL'],[],0
['BIO2044'],['PHY3606'],[],0
['BIO2044'],['PHY3606 TNL'],[],0
['BIO2044'],['PHY3608'],[],0
['BIO2044'],['PHY3608 TNL'],[19005017],1
['BIO2044'],['PHY3608E QTL'],[],0
['BIO2044'],['PHY3609'],[],0
['BIO2044'],['PHY3624'],[],0
['BIO2044'],['POL1001'],"[19004128, 20005954, 19005530, 19003951]",4
['BIO2044'],['SMP1010'],[],0
['BIO2044'],['SMP1010 CLCRHM'],[],0
['BIO2044'],['SMP1012'],[],0
['BIO2044'],['SMP1055'],[],0
['BIO2044'],['SMP2052'],[],0
['BIO2044'],['SMP2053'],[],0
['BIO2044'],['SMP2054'],[],0
['BIO2044'],['SMP2401 CLCRHM'],[],0
['BIO2044'],['SMP2701'],[],0
['BIO2045'],['BIO2045E CLCCNS'],[],0
['BIO2045'],['BIO2088'],[18007275],1
['BIO2045'],['BIO2089 TNS'],[],0
['BIO2045'],['BIO2092'],"[19003904, 19006081, 19005954, 19002118, 19003659, 19001739, 19005075, 19008788, 19009047, 19008152, 19003032, 19009432, 19004315, 19008032, 19008934, 19007399, 19000871, 19006762, 19003951, 19002671, 19000880, 19003571, 19009594, 19004987, 19004348, 19003587, 19003076, 19007301, 19003334, 19000903, 19007176, 19007688, 19000012, 19005135, 19000145, 19003731, 19009108, 19003736, 19005017, 19004249, 19005530, 19002972, 19007584, 19007201, 19009254, 19004913, 19004146, 19000954, 19008763, 19009917, 19008511]",51
['BIO2045'],['BIO2127 CLCCNS'],[],0
['BIO2045'],['BIO2201'],"[19006081, 19005954, 19007363, 19002118, 19003659, 19001739, 19005075, 19008788, 19009047, 19008152, 19003032, 19009432, 19004315, 19008032, 19009315, 19008934, 19000871, 19007399, 19006762, 19003951, 19000880, 19002671, 19003571, 19009594, 19004987, 19000380, 19003587, 19003076, 19007301, 19003334, 19000903, 19007176, 19007688, 19000012, 19005135, 19000145, 19003731, 19009108, 20009047, 19003736, 19005017, 19005530, 19004249, 19002972, 19007584, 19006949, 19009254, 19004913, 19004146, 19000307, 19000954, 19008763, 19009917, 19008511]",54
['BIO2045'],['BIO2202'],"[19003904, 19006081, 19005954, 19007363, 19002118, 18005255, 19003659, 19001739, 19005075, 19008788, 19009047, 19008152, 19003032, 19009432, 19004315, 19008032, 19009315, 19008934, 19000871, 19007399, 19006762, 19003951, 19002671, 19009594, 19004987, 19000380, 19003587, 19003076, 19007301, 19003334, 19007688, 19000012, 19005135, 19000145, 19003731, 19009108, 20009047, 19005017, 19005530, 19004249, 19002972, 19007584, 19007201, 19009254, 19004913, 19004146, 19000954, 19008763, 19009917, 19008511]",50
['BIO2045'],['BIO2203'],"[18000003, 20003076, 20008325, 20000521, 20004751, 20003731, 20001940, 20003736, 20005530, 20005538, 20009773, 20001206, 20003389, 20005954, 20009669, 20002118, 19007176, 19009108, 20009046, 20009047, 19005017, 20000733, 20007399, 20002943]",24
['BIO2045'],['BIO2204'],"[20003076, 20004751, 20003731, 20001940, 19008152, 20003736, 20005530, 20007201, 20005538, 20009773, 19003571, 20001206, 20005436, 20003389, 20009669, 20002118, 19000903, 19000145, 20009046, 20009047, 20000733, 19004128, 19007201, 19006949, 19000307, 19000954, 19009917]",27
['BIO2045'],['BIO2206'],"[19005954, 19007363, 19002118, 19003659, 19001739, 19008788, 19009047, 19009432, 19008152, 19004315, 19008032, 20007201, 20005538, 19009315, 19008934, 19000871, 19003951, 19002671, 19003571, 20001206, 19009594, 19000380, 19003587, 19003076, 19007301, 19003334, 19000903, 19007688, 19000012, 19005135, 19000145, 19003731, 19009108, 19003736, 19005017, 19005530, 19004249, 19002972, 19007584, 19007201, 19006949, 19009254, 19000954, 19008763, 19009917]",45
['BIO2045'],['BIO2210'],[19000307],1
['BIO2045'],['BIO2210 CLCRHM'],[],0
['BIO2045'],['BIO2215E CLCCNS'],[],0
['BIO2045'],['BIO2220'],"[19003736, 19004348]",2
['BIO2045'],['BIO2400'],[],0
['BIO2045'],['BIO2400E CLCCNS'],[],0
['BIO2045'],['BIO2403E CLCCNS'],[],0
['BIO2045'],['BIO2405E QTS'],[],0
['BIO2045'],['BIO2504 TNS'],[],0
['BIO2045'],['BIO2516 CLCCNS'],[],0
['BIO2045'],['BIO2800 CLCCNS'],[],0
['BIO2045'],['BIO3098'],"[18007627, 18000003]",2
['BIO2045'],['BIO3099'],"[18000757, 18005255]",2
['BIO2045'],['BIO3178 CLCCNS'],[],0
['BIO2045'],['BIO3182 CLCCNS'],[],0
['BIO2045'],['BIO3190'],[],0
['BIO2045'],['BIO3191'],[],0
['BIO2045'],['BIO3201'],"[20008325, 20002943]",2
['BIO2045'],['BIO3205'],[],0
['BIO2045'],['BIO3227E QTS'],[],0
['BIO2045'],['BIO3252'],"[19003904, 19006081, 19005954, 19002118, 19003659, 19001739, 19008788, 19009047, 19003032, 19009432, 19008152, 19004315, 19008032, 19009315, 19008934, 19000871, 19007399, 19006762, 19003951, 19002671, 19000880, 19003571, 19009594, 19004987, 19004348, 19000380, 19003587, 19003076, 19007301, 19003334, 19000903, 19007688, 19007176, 19000012, 19005135, 19003731, 19009108, 19003736, 19004249, 19005530, 19005017, 19002972, 19004128, 19007584, 19009254, 19004146, 19000307, 19000954, 19009917, 19008511]",50
['BIO2045'],['BIO3252E QTS'],[],0
['BIO2045'],['BIO3257 TNS'],[],0
['BIO2045'],['BIO3258'],"[20005954, 20007399, 20000521, 19000880, 19005075, 19004987, 19004348, 20002943]",8
['BIO2045'],['BIO3258E QTS'],[],0
['BIO2045'],['BIO3262 TNS'],[],0
['BIO2045'],['BIO3263 TNS'],[],0
['BIO2045'],['BIO3301 CLCCNS'],[18007345],1
['BIO2045'],['BIO3302'],[18007627],1
['BIO2045'],['BIO3302E CLCCNS'],[],0
['BIO2045'],['BIO3303'],"[18007627, 20003076, 19007363]",3
['BIO2045'],['BIO3304'],[18007627],1
['BIO2045'],['BIO3330 CLCCNS'],[],0
['BIO2045'],['BIO3356 CLCCNS'],[],0
['BIO2045'],['BIO3370E QTS'],[],0
['BIO2045'],['BIO3372E QTS'],[],0
['BIO2045'],['BIO3373 TNS'],[],0
['BIO2045'],['BIO3377 TNS'],[],0
['BIO2045'],['BIO3400E QTS'],[],0
['BIO2045'],['BIO3401E QTS'],[],0
['BIO2045'],['BIO3403E QTS'],[],0
['BIO2045'],['BIO3405E QTS'],[],0
['BIO2045'],['BIO3504 TNS'],[],0
['BIO2045'],['BIO3701 TNS'],[],0
['BIO2045'],['BIO3802E CLCCNS'],[],0
['BIO2045'],['BIO3803E CLCCNS'],[],0
['BIO2045'],['CHE1048'],[],0
['BIO2045'],['CHE1048 CLCCNH'],[],0
['BIO2045'],['CHE1052'],[],0
['BIO2045'],['CHE1052 CLCCNH'],[],0
['BIO2045'],['CHE1052 CLCHD'],[],0
['BIO2045'],['CHE1057'],"[19003076, 18005255, 19002671, 17005746, 19009108, 19003032, 19004348]",7
['BIO2045'],['CHE1057 CLCCNS'],[],0
['BIO2045'],['CHE1057 QTS'],[],0
['BIO2045'],['CHE1065'],[],0
['BIO2045'],['CHE1067'],[],0
['BIO2045'],['CHE1067 CLCHD'],[],0
['BIO2045'],['CHE1075'],[],0
['BIO2045'],['CHE1075E CLCHD'],[],0
['BIO2045'],['CHE1077 TNH'],[],0
['BIO2045'],['CHE1079'],[],0
['BIO2045'],['CHE1079 TNH'],[],0
['BIO2045'],['CHE1079E CLCCNH'],[],0
['BIO2045'],['CHE1080'],"[19004128, 20005954, 19007301, 19002118, 17005746, 19008511]",6
['BIO2045'],['CHE1081'],"[19003904, 19007584, 20005954, 19007201, 19007363, 19006949, 19007176, 19001739, 19000145, 18003602, 20003736, 19008152, 19008763, 19009917, 19008511]",15
['BIO2045'],['CHE1081 CLCCNS'],[],0
['BIO2045'],['CHE1081 QTS'],[],0
['BIO2045'],['CHE1081 TNS'],[],0
['BIO2045'],['CHE1083'],[],0
['BIO2045'],['CHE1084'],[],0
['BIO2045'],['CHE1084 TNH'],[],0
['BIO2045'],['CHE1090'],[],0
['BIO2045'],['CHE1091'],[],0
['BIO2045'],['CHE1091 CLCCNH'],[],0
['BIO2045'],['CHE1095E TTH'],[],0
['BIO2045'],['CHE1099E TNH'],[],0
['BIO2045'],['CHE1099E TTH'],[],0
['BIO2045'],['CHE1129 CLCCNH'],[],0
['BIO2045'],['CHE1155'],[],0
['BIO2045'],['CHE2018'],[18007345],1
['BIO2045'],['CHE2021'],[],0
['BIO2045'],['CHE2021 CLCCNH'],[],0
['BIO2045'],['CHE2030E CLCHD'],[],0
['BIO2045'],['CHE2110 TNH'],[],0
['BIO2045'],['CHE2110E TTH'],[],0
['BIO2045'],['CHE2114'],[],0
['BIO2045'],['CHE2114E CLCHD'],[],0
['BIO2045'],['CHE2118E TTH'],[],0
['BIO2045'],['CHE2120E TTH'],[],0
['BIO2045'],['CHE2121 TNH'],[],0
['BIO2045'],['CHE2128 TNH'],[],0
['BIO2045'],['CHE2130 TNH'],[],0
['BIO2045'],['CHE2130E TTH'],[],0
['BIO2045'],['CHE2131 TNH'],[],0
['BIO2045'],['CHE2145E TTH'],[],0
['BIO2045'],['CHE3045'],[],0
['BIO2045'],['CHE3045E CLCCNH'],[],0
['BIO2045'],['CHE3212 TTH'],[],0
['BIO2045'],['CHE3253'],[],0
['BIO2045'],['CHE3253 CLCCNH'],[],0
['BIO2045'],['CHE3254'],[],0
['BIO2045'],['CHE3254 CLCCNH'],[],0
['BIO2045'],['CHE3283 CLCHD'],[],0
['BIO2045'],['CHE3300'],[],0
['BIO2045'],['CHE3300 CLCHD'],[],0
['BIO2045'],['CHE3302 CLCHD'],[],0
['BIO2045'],['E363 TTKHMT'],[],0
['BIO2045'],['E476 TTKHMT'],[],0
['BIO2045'],['EVF2007'],[],0
['BIO2045'],['EVF2032'],[],0
['BIO2045'],['EVS2017'],[],0
['BIO2045'],['EVS2109'],[],0
['BIO2045'],['EVS2301'],[],0
['BIO2045'],['EVS2301 CLCKHMT'],[],0
['BIO2045'],['EVS2302'],[],0
['BIO2045'],['EVS2302 CTĐB'],[],0
['BIO2045'],['EVS3158'],[],0
['BIO2045'],['EVS3232'],[],0
['BIO2045'],['EVS3241'],[],0
['BIO2045'],['EVS3241 CLCKHMT'],[],0
['BIO2045'],['EVS3242'],[],0
['BIO2045'],['EVS3244'],[],0
['BIO2045'],['EVS3245'],[],0
['BIO2045'],['EVS3248'],[],0
['BIO2045'],['EVS3250'],[],0
['BIO2045'],['EVS3250 CLCKHMT'],[],0
['BIO2045'],['EVS3287'],[],0
['BIO2045'],['EVS3402 CTĐB'],[],0
['BIO2045'],['EVS3409'],[],0
['BIO2045'],['EVS3453'],[],0
['BIO2045'],['EVS3455'],[],0
['BIO2045'],['EVS4071'],[],0
['BIO2045'],['EVS4071 CLCKHMT'],[],0
['BIO2045'],['EVS4073'],[],0
['BIO2045'],['EVS4073 CLCCNKTMT'],[],0
['BIO2045'],['GEO1050'],"[20008325, 18002341]",2
['BIO2045'],['GEO2016'],[],0
['BIO2045'],['GEO2025'],[],0
['BIO2045'],['GEO2059'],[],0
['BIO2045'],['GEO2110'],[],0
['BIO2045'],['GEO2300'],[],0
['BIO2045'],['GEO2304'],[],0
['BIO2045'],['GEO2319'],[],0
['BIO2045'],['GEO2320'],[],0
['BIO2045'],['GEO2400'],[],0
['BIO2045'],['GEO2404'],[],0
['BIO2045'],['GEO3119'],[],0
['BIO2045'],['GEO3143'],[],0
['BIO2045'],['GEO3209'],[],0
['BIO2045'],['GEO3219'],[],0
['BIO2045'],['GEO3224'],[],0
['BIO2045'],['GEO3237'],[],0
['BIO2045'],['GEO3263'],[],0
['BIO2045'],['GEO3265'],[],0
['BIO2045'],['GEO3266'],[],0
['BIO2045'],['GEO3269'],[],0
['BIO2045'],['GEO3270'],[],0
['BIO2045'],['GEO3304'],[],0
['BIO2045'],['GEO3305'],[],0
['BIO2045'],['GEO3360'],[],0
['BIO2045'],['GEO3400'],[],0
['BIO2045'],['GEO3402'],[],0
['BIO2045'],['GEO3403'],[],0
['BIO2045'],['GLO2038'],[],0
['BIO2045'],['GLO2056'],[],0
['BIO2045'],['GLO2069 CLCĐC'],[],0
['BIO2045'],['GLO2093'],[],0
['BIO2045'],['GLO2099'],[],0
['BIO2045'],['GLO3122'],[19003659],1
['BIO2045'],['GLO3158'],[19003659],1
['BIO2045'],['GLO3196 CLCĐC'],[],0
['BIO2045'],['GLO3197 CLCĐC'],[],0
['BIO2045'],['GLO3198'],[19003659],1
['BIO2045'],['GLO3228'],[19003659],1
['BIO2045'],['GLO3229'],[19003659],1
['BIO2045'],['HIS1001'],"[20007201, 20005954, 19009315, 20002118, 19003334, 19006762, 19004913, 20003731, 20001940, 20009046, 20009047, 20005436, 20000733]",13
['BIO2045'],['HIS1056'],[],0
['BIO2045'],['HMO2021'],[],0
['BIO2045'],['HMO2106'],[],0
['BIO2045'],['HMO2110'],[],0
['BIO2045'],['HMO2201'],[],0
['BIO2045'],['HMO3178'],[],0
['BIO2045'],['HMO3181'],[],0
['BIO2045'],['HMO3204'],[],0
['BIO2045'],['HMO3302'],[],0
['BIO2045'],['HMO3303'],[],0
['BIO2045'],['HMO3306'],[],0
['BIO2045'],['HMO3307'],[],0
['BIO2045'],['HMO3311'],[],0
['BIO2045'],['HMO3312'],[],0
['BIO2045'],['HMO3321'],[],0
['BIO2045'],['HMO3507'],[],0
['BIO2045'],['HMO3521'],[],0
['BIO2045'],['HMO3600'],[],0
['BIO2045'],['HMO3601'],[],0
['BIO2045'],['HMO3602'],[],0
['BIO2045'],['HMO3603'],[],0
['BIO2045'],['HMO3608'],[],0
['BIO2045'],['HMO3609'],[],0
['BIO2045'],['HMO3610'],[],0
['BIO2045'],['HMO3611'],[],0
['BIO2045'],['K300 TTKHMT'],[],0
['BIO2045'],['MAT1076'],[],0
['BIO2045'],['MAT1090'],"[19007176, 19007201, 19000145, 20008325]",4
['BIO2045'],['MAT1091'],"[19007176, 19001739, 19003076, 19009047]",4
['BIO2045'],['MAT1092'],[],0
['BIO2045'],['MAT1092 CLCCNH'],[],0
['BIO2045'],['MAT1092 CLCHD'],[],0
['BIO2045'],['MAT1092 TTH'],[],0
['BIO2045'],['MAT1101'],"[17005746, 19009594]",2
['BIO2045'],['MAT1192'],"[19006949, 19009254, 20004751, 18007345, 18003602, 20003736, 20005436, 20000733, 18008574]",9
['BIO2045'],['MAT1192 CLCCNS'],[],0
['BIO2045'],['MAT1192 QTS'],[],0
['BIO2045'],['MAT1259 TNS'],[],0
['BIO2045'],['MAT1292 TNH'],[],0
['BIO2045'],['MAT1292 TNS'],[],0
['BIO2045'],['MAT2034'],[],0
['BIO2045'],['MAT2301'],[],0
['BIO2045'],['MAT2303'],[],0
['BIO2045'],['MAT2303 TNT'],[],0
['BIO2045'],['MAT2306'],[],0
['BIO2045'],['MAT2308'],[],0
['BIO2045'],['MAT2310'],[],0
['BIO2045'],['MAT2311'],[],0
['BIO2045'],['MAT2311 TNT'],[],0
['BIO2045'],['MAT2314'],[],0
['BIO2045'],['MAT2314 TNT'],[],0
['BIO2045'],['MAT2317 CLCMTKHTT'],[20005538],1
['BIO2045'],['MAT2318'],[],0
['BIO2045'],['MAT2321 TNT'],[],0
['BIO2045'],['MAT2403'],[],0
['BIO2045'],['MAT2403 CLCMTKHTT'],[20005538],1
['BIO2045'],['MAT2406'],[],0
['BIO2045'],['MAT2407'],[19009108],1
['BIO2045'],['MAT2407 TNT'],[],0
['BIO2045'],['MAT2411E CLCMTKHTT'],[19003951],1
['BIO2045'],['MAT2502'],[],0
