MSV,classCode,subjectCode
16008513,['MAT1101 1'],['MAT1101']
16008531,"['CHE2114', 'MAT1101 14', 'CHE1084']","['CHE2114', 'MAT1101', 'CHE1084']"
16008908,"['MAT3347 1', 'MAT2311 2TNT', 'MAT3318 2TNT']","['MAT3318 TNT', 'MAT2311 TNT', 'MAT3347']"
16008946,"['MAT1090 2', 'EVS3245 2', 'EVS3241', 'EVS2302 2', 'MAT1092 6', 'CHE1081 3']","['EVS3245', 'CHE1081', 'EVS2302', 'MAT1092', 'EVS3241', 'MAT1090']"
16008988,"['MAT2303 3', 'MAT3533', 'MAT2306 2', 'MAT3500 1', 'MAT3506', 'MAT4073']","['MAT2306', 'MAT3533', 'MAT3500', 'MAT3506', 'MAT2303', 'MAT4073']"
16009074,"['PHY1100 9', 'MAT1192 1', 'PHY1103 1']","['MAT1192', 'PHY1103', 'PHY1100']"
16009266,"['MAT1091 5', 'CHE1081 10']","['MAT1091', 'CHE1081']"
16009968,['PHY2004'],['PHY2004']
16011200,"['PHY3606', 'PHY1108 2', 'PHY2304 2', 'PHY2302 4']","['PHY1108', 'PHY3606', 'PHY2304', 'PHY2302']"
16015559,"['PHY3606', 'PHY2304 1']","['PHY3606', 'PHY2304']"
16016387,['MAT1091 2'],['MAT1091']
16105255,['MAT1091 2'],['MAT1091']
17000004,"['MAT2311', 'MAT3347 2']","['MAT2311', 'MAT3347']"
17000008,['CHE2021'],['CHE2021']
17000012,"['CHE1065', 'CHE1075']","['CHE1065', 'CHE1075']"
17000127,"['MAT3539 2', 'MAT2308', 'MAT3525', 'MAT3452 1']","['MAT2308', 'MAT3539', 'MAT3452', 'MAT3525']"
17000196,"['CHE1083', 'MAT1101 4', 'CHE2114', 'CHE1067 3']","['CHE1083', 'CHE1067', 'MAT1101', 'CHE2114']"
17000229,"['PHY1103 11', 'MAT1101 13', 'CHE3254']","['CHE3254', 'MAT1101', 'PHY1103']"
17000235,"['POL1001 5', 'MAT1091 10', 'GEO3269']","['POL1001', 'MAT1091', 'GEO3269']"
17000311,['MAT3514 1'],['MAT3514']
17000426,"['MAT2314', 'MAT2303 1', 'MAT3301']","['MAT2314', 'MAT2303', 'MAT3301']"
17000610,['POL1001 3'],['POL1001']
17000751,['BIO3098'],['BIO3098']
17000757,['PHY1103 7'],['PHY1103']
17000829,['EVS3241'],['EVS3241']
17000950,"['MAT2406', 'MAT3507']","['MAT2406', 'MAT3507']"
17000957,['MAT2303 2'],['MAT2303']
17000962,['MAT2311'],['MAT2311']
17000997,['MAT3539 2'],['MAT3539']
17001015,['MAT2303 3'],['MAT2303']
17001016,"['MAT2403 3', 'MAT3533']","['MAT3533', 'MAT2403']"
17001025,['CHE1081 5'],['CHE1081']
17001071,"['MAT3301', 'MAT2407 1', 'PHY1113 7']","['MAT2407', 'MAT3301', 'PHY1113']"
17001078,"['HIS1001 4', 'PHI1002 12']","['PHI1002', 'HIS1001']"
17001084,['MAT3452 1'],['MAT3452']
17001097,['BIO3304 3'],['BIO3304']
17001108,['CHE1084'],['CHE1084']
17001114,"['POL1001 12', 'CHE1081 10']","['POL1001', 'CHE1081']"
17001171,"['CHE2021', 'CHE3254', 'CHE3253']","['CHE2021', 'CHE3254', 'CHE3253']"
17001179,['MAT3539 2'],['MAT3539']
17001218,"['CHE1057 4', 'CHE1081 10']","['CHE1057', 'CHE1081']"
17001243,"['PHY1100 12', 'MAT1192 1', 'MAT1091 5', 'MAT1090 1', 'EVS3232']","['MAT1192', 'PHY1100', 'MAT1091', 'MAT1090', 'EVS3232']"
17001258,['CHE2110E TTH'],['CHE2110E TTH']
17001317,"['MAT2403 3', 'E363 TTKHMT']","['MAT2403', 'E363 TTKHMT']"
17001490,"['GEO2320 1', 'CHE1080 4']","['GEO2320', 'CHE1080']"
17001547,"['EVS3244 2', 'EVS3241', 'EVS3287', 'EVS4073 1', 'EVS3232']","['EVS4073', 'EVS3241', 'EVS3287', 'EVS3232', 'EVS3244']"
17001615,"['PHY1108 1', 'PHY3167 1', 'PHY3508 2', 'PHY2310', 'PHY2004 2QTL']","['PHY3508', 'PHY1108', 'PHY2004 QTL', 'PHY2310', 'PHY3167']"
17001710,['MAT2403 3'],['MAT2403']
17001723,"['MAT1092 5', 'CHE1067 3']","['CHE1067', 'MAT1092']"
17001803,['MAT1192 2'],['MAT1192']
17001896,"['MAT3305', 'MAT3306']","['MAT3305', 'MAT3306']"
17001902,['CHE2018'],['CHE2018']
17002124,"['MAT2502 7', 'MAT2308']","['MAT2502', 'MAT2308']"
17002137,"['CHE3045', 'CHE1048', 'MAT1101 1', 'CHE2021', 'CHE1065', 'CHE3254']","['CHE3045', 'CHE1048', 'MAT1101', 'CHE2021', 'CHE1065', 'CHE3254']"
17002197,"['EVS3241', 'EVS4071 3', 'EVS3250 1']","['EVS3250', 'EVS4071', 'EVS3241']"
17002250,['MAT1192 1'],['MAT1192']
17002345,"['PHY1103 12', 'BIO3258 1', 'CHE1081 10']","['PHY1103', 'BIO3258', 'CHE1081']"
17002391,"['PHY2304 2', 'POL1001 10', 'PHY3508 4TNL', 'PHI1002 6', 'HIS1001 5']","['POL1001', 'PHY3508 TNL', 'PHY2304', 'PHI1002', 'HIS1001']"
17002505,['EVS3241'],['EVS3241']
17002523,"['MAT2301 4', 'MAT2314', 'MAT2303 2']","['MAT2301', 'MAT2314', 'MAT2303']"
17002632,"['MAT2301 2', 'MAT2303 2']","['MAT2301', 'MAT2303']"
17002740,"['MAT2308', 'MAT2406', 'MAT3514 2', 'MAT3452 1']","['MAT2308', 'MAT3452', 'MAT2406', 'MAT3514']"
17002746,"['MAT2403 3', 'MAT2406', 'MAT3525']","['MAT2406', 'MAT3525', 'MAT2403']"
17002810,['GEO2059 1'],['GEO2059']
17002876,['CHE1081 4'],['CHE1081']
17002889,"['GEO2320 1', 'GEO3304']","['GEO2320', 'GEO3304']"
17002957,"['BIO2400E 5CLCCNS', 'BIO2045E 3CLCCNS', 'CHE1081 13CLCCNS', 'PHY1103 2']","['BIO2400E CLCCNS', 'BIO2045E CLCCNS', 'PHY1103', 'CHE1081 CLCCNS']"
17003032,"['MAT3305', 'MAT2311', 'MAT3347 1', 'MAT2314', 'MAT3306']","['MAT3305', 'MAT2311', 'MAT2314', 'MAT3347', 'MAT3306']"
17003083,"['PHY3508 3', 'PHY2302 5', 'PHY1108 4']","['PHY1108', 'PHY3508', 'PHY2302']"
17003103,['MAT2403 3'],['MAT2403']
17003220,['PHY2064 TNL'],['PHY2064 TNL']
17003237,"['MAT3539 1', 'MAT3514 2', 'MAT3533', 'MAT3452 2']","['MAT3539', 'MAT3452', 'MAT3533', 'MAT3514']"
17003438,"['MAT2306 2', 'PHY1103 10']","['MAT2306', 'PHY1103']"
17003445,['MAT2303 4'],['MAT2303']
17003673,"['MAT1101 7', 'BIO3182 2CLCCNS', 'PHY1100 8', 'MAT1192 7CLCCNS', 'BIO2400E 2CLCCNS']","['MAT1101', 'MAT1192 CLCCNS', 'PHY1100', 'BIO3182 CLCCNS', 'BIO2400E CLCCNS']"
17003756,['EVS4071 4'],['EVS4071']
17003780,['PHY2306'],['PHY2306']
17003909,['MAT2303 2'],['MAT2303']
17003974,"['PHY3163 2QTL', 'PHY3508 1', 'POL1001 6', 'PHY3609 2']","['PHY3609', 'POL1001', 'PHY3508', 'PHY3163 QTL']"
17003989,['CHE3045'],['CHE3045']
17004045,"['MAT1092 2', 'PHI1002 5']","['PHI1002', 'MAT1092']"
17004087,['MAT2502 7'],['MAT2502']
17004128,['GEO3219'],['GEO3219']
17004137,['CHE3254'],['CHE3254']
17004264,['MAT2311'],['MAT2311']
17004298,['BIO3099'],['BIO3099']
17004373,"['CHE1048', 'MAT1091 2']","['CHE1048', 'MAT1091']"
17004410,"['BIO3330 CLCCNS', 'CHE1081 13CLCCNS']","['BIO3330 CLCCNS', 'CHE1081 CLCCNS']"
17004472,['MAT3525'],['MAT3525']
17004546,"['MAT3365', 'MAT2311', 'PHI1002 3']","['MAT3365', 'MAT2311', 'PHI1002']"
17004650,"['MAT2308', 'MAT2314', 'MAT2034', 'MAT3507']","['MAT2308', 'MAT2314', 'MAT2034', 'MAT3507']"
17004828,['PHY1100 2'],['PHY1100']
17004880,['MAT3525'],['MAT3525']
17004917,"['MAT3452 1', 'MAT3535 CLCMTKHTT', 'PHY1100 13']","['MAT3452', 'MAT3535 CLCMTKHTT', 'PHY1100']"
17005008,['CHE1080 2'],['CHE1080']
17005014,"['EVS3158', 'CHE1057 2', 'EVS4071 3', 'EVS3455', 'EVS3287', 'MAT1092 1']","['EVS3158', 'MAT1092', 'EVS3455', 'EVS3287', 'EVS4071', 'CHE1057']"
17005017,"['MAT2303 2', 'MAT2301 4']","['MAT2301', 'MAT2303']"
17005075,"['BIO2127 2CLCCNS', 'BIO3302E 5CLCCNS', 'BIO2800 5CLCCNS', 'BIO2516 4CLCCNS', 'BIO3802E 2CLCCNS', 'BIO2215E 5CLCCNS']","['BIO3302E CLCCNS', 'BIO2127 CLCCNS', 'BIO3802E CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS']"
17005115,"['MAT1092 12TTH', 'CHE1075E 2CLCHD']","['CHE1075E CLCHD', 'MAT1092 TTH']"
17005166,"['MAT3539 1', 'MAT3452 1']","['MAT3539', 'MAT3452']"
17005320,"['MAT2403 3', 'MAT2406']","['MAT2406', 'MAT2403']"
17005436,['MAT3525'],['MAT3525']
17005443,['CHE1080 2'],['CHE1080']
17005538,"['GEO3270', 'GEO3265', 'GEO3269', 'MAT1091 10', 'HIS1056 2']","['GEO3270', 'HIS1056', 'GEO3265', 'GEO3269', 'MAT1091']"
17005618,"['BIO3356 4CLCCNS', 'CHE1080 5', 'MAT1091 7', 'PHY1103 2', 'CHE1057 5CLCCNS', 'MAT1101 4']","['MAT1101', 'MAT1091', 'BIO3356 CLCCNS', 'CHE1057 CLCCNS', 'CHE1080', 'PHY1103']"
17005634,"['MAT2502 7', 'MAT2403 3']","['MAT2502', 'MAT2403']"
17005636,"['MAT1091 7', 'MAT1092 3']","['MAT1091', 'MAT1092']"
17005657,"['CHE1065', 'MAT1092 2', 'CHE1067 2CLCHD']","['CHE1065', 'CHE1067 CLCHD', 'MAT1092']"
17005746,"['CHE1057 2', 'PHY1103 1', 'BIO2045 1', 'MAT1101 11', 'CHE1080 1']","['MAT1101', 'BIO2045', 'CHE1080', 'PHY1103', 'CHE1057']"
17005895,"['CHE3045', 'CHE2018', 'CHE1091 1', 'CHE3253', 'CHE1065', 'CHE3254']","['CHE3045', 'CHE2018', 'CHE3253', 'CHE1091', 'CHE1065', 'CHE3254']"
17005898,['BIO3303 2'],['BIO3303']
17006074,['CHE1080 2'],['CHE1080']
17006081,['CHE1084'],['CHE1084']
17006089,['MAT1091 2'],['MAT1091']
17006154,"['MAT1101 1', 'MAT1192 1']","['MAT1101', 'MAT1192']"
17006166,['MAT1092 7'],['MAT1092']
17006180,['MAT2301 2'],['MAT2301']
17006218,"['GEO3305', 'GEO3266']","['GEO3305', 'GEO3266']"
17006357,"['MAT3300 1', 'MAT2407 1', 'PHY1100 11', 'MAT2311', 'MAT3306']","['PHY1100', 'MAT2407', 'MAT2311', 'MAT3300', 'MAT3306']"
17006362,['MAT1090 2'],['MAT1090']
17006389,"['MAT3525', 'MAT3452 1']","['MAT3452', 'MAT3525']"
17006556,['MAT2502 7'],['MAT2502']
17006580,"['EVS3241', 'EVS3242 1', 'PHY1103 10']","['EVS3242', 'PHY1103', 'EVS3241']"
17006598,"['POL1001 1', 'BIO3373 1TNS', 'MAT1259 TNS', 'BIO3504 1TNS']","['BIO3504 TNS', 'BIO3373 TNS', 'POL1001', 'MAT1259 TNS']"
17006599,"['MAT3539 2', 'MAT3525', 'MAT3533']","['MAT3539', 'MAT3525', 'MAT3533']"
17006622,['CHE1090'],['CHE1090']
17006630,"['MAT1192 3', 'MAT1101 14', 'PHY1100 10', 'PHY1103 1', 'BIO2202 2', 'CHE1081 6', 'BIO3304 1', 'CHE1057 1']","['MAT1101', 'MAT1192', 'PHY1100', 'PHY1103', 'CHE1081', 'BIO3304', 'BIO2202', 'CHE1057']"
17006656,['MAT2303 4'],['MAT2303']
17006730,"['MAT1091 2', 'MAT1092 1', 'MAT3525']","['MAT3525', 'MAT1091', 'MAT1092']"
17006735,"['MAT1101 6', 'BIO3098', 'MAT1090 2', 'PHI1002 10']","['BIO3098', 'MAT1090', 'MAT1101', 'PHI1002']"
17006804,['CHE1081 6'],['CHE1081']
17006906,['MAT2301 1'],['MAT2301']
17006908,"['POL1001 6', 'BIO3258 2', 'BIO3178 4CLCCNS']","['BIO3178 CLCCNS', 'POL1001', 'BIO3258']"
17006926,['PHY1103 1'],['PHY1103']
17007045,"['GEO3265', 'GEO3269', 'MAT1091 2', 'PHY1103 2', 'GEO3266']","['GEO3265', 'GEO3269', 'GEO3266', 'MAT1091', 'PHY1103']"
17007082,"['PHY1106 QTL', 'PHY2206 2', 'PHY1108 1', 'PHY3167 1', 'GEO1050 4']","['PHY2206', 'PHY1106 QTL', 'GEO1050', 'PHY1108', 'PHY3167']"
17007155,['MAT2303 2'],['MAT2303']
17007234,"['HIS1056 5', 'BIO2202 2']","['HIS1056', 'BIO2202']"
17007333,['MAT2403 3'],['MAT2403']
17007399,"['MAT3539 2', 'PHI1002 12', 'MAT2403 1', 'MAT3525']","['MAT3539', 'MAT3525', 'PHI1002', 'MAT2403']"
17007402,['CHE1057 5CLCCNS'],['CHE1057 CLCCNS']
17007595,"['CHE1048', 'CHE1067 3']","['CHE1048', 'CHE1067']"
17007620,"['MAT3347 2', 'MAT2301 2', 'MAT2311', 'MAT2306 1', 'PHI1002 4']","['MAT2306', 'MAT2311', 'MAT3347', 'PHI1002', 'MAT2301']"
17007746,"['BIO3098', 'CHE1057 2', 'BIO3304 4', 'BIO3099']","['BIO3098', 'BIO3099', 'BIO3304', 'CHE1057']"
17007807,"['MAT2403 3', 'MAT1092 3', 'E363 TTKHMT']","['MAT1092', 'MAT2403', 'E363 TTKHMT']"
17007866,"['BIO3304 4', 'MAT1091 3']","['MAT1091', 'BIO3304']"
17007870,['PHY1100 7'],['PHY1100']
17007911,['MAT1092 7'],['MAT1092']
17007975,"['CHE1048', 'HIS1056 1', 'CHE1090', 'PHY1103 1', 'CHE1067 1CLCHD']","['CHE1048', 'HIS1056', 'CHE1090', 'CHE1067 CLCHD', 'PHY1103']"
17008031,['CHE1090'],['CHE1090']
17008064,"['PHY1100 4', 'PHY1103 5']","['PHY1103', 'PHY1100']"
17008148,['CHE1052'],['CHE1052']
17008170,"['CHE1065', 'MAT1092 1', 'PHY1100 13']","['CHE1065', 'PHY1100', 'MAT1092']"
17008194,"['BIO3098', 'BIO3304 4']","['BIO3098', 'BIO3304']"
17008217,"['MAT1092 6', 'PHI1002 11']","['PHI1002', 'MAT1092']"
17008272,"['MAT1092 2', 'MAT1091 3']","['MAT1091', 'MAT1092']"
17008293,"['EVS3232', 'EVS4073 2']","['EVS4073', 'EVS3232']"
17008415,['BIO3178 2CLCCNS'],['BIO3178 CLCCNS']
17008451,"['CHE3045', 'MAT1101 5', 'CHE1065', 'PHY1103 11']","['CHE3045', 'CHE1065', 'MAT1101', 'PHY1103']"
17008511,"['MAT3539 1', 'MAT2403 3', 'MAT3525', 'PHY1103 11']","['MAT3539', 'MAT3525', 'PHY1103', 'MAT2403']"
17008525,"['CHE1080 2', 'PHY1103 3', 'MAT1090 1']","['CHE1080', 'MAT1090', 'PHY1103']"
17008573,"['MAT3500 1', 'MAT3539 1', 'MAT3525', 'MAT2403 3', 'MAT2502 1']","['MAT2502', 'MAT3539', 'MAT3525', 'MAT3500', 'MAT2403']"
17008686,['MAT3525'],['MAT3525']
17008788,"['MAT3514 1', 'MAT3525']","['MAT3525', 'MAT3514']"
17008800,"['BIO3263 TNS', 'BIO2089 TNS', 'BIO2504 TNS', 'BIO3377 TNS']","['BIO3263 TNS', 'BIO2089 TNS', 'BIO2504 TNS', 'BIO3377 TNS']"
17008888,"['CHE1080 5', 'MAT1101 14']","['CHE1080', 'MAT1101']"
17008903,['MAT3514 1'],['MAT3514']
17009066,"['PHY1103 2', 'CHE1081 10', 'MAT1090 1']","['MAT1090', 'PHY1103', 'CHE1081']"
17009264,"['MAT2308', 'MAT3539 1', 'MAT3452 1']","['MAT2308', 'MAT3539', 'MAT3452']"
17009381,['EVS3232'],['EVS3232']
17009472,['CHE3045'],['CHE3045']
17009653,['MAT1101 4'],['MAT1101']
17009699,"['PHY1103 11', 'PHY1100 12', 'CHE2021', 'CHE3253', 'MAT1092 3']","['PHY1100', 'MAT1092', 'CHE2021', 'CHE3253', 'PHY1103']"
17009820,['PHI1002 12'],['PHI1002']
17009845,['MAT3525'],['MAT3525']
17009894,['MAT2311'],['MAT2311']
17009958,"['MAT2403 3', 'MAT1092 3', 'E363 TTKHMT']","['E363 TTKHMT', 'MAT2403', 'MAT1092']"
17010957,"['PHY2500 1', 'MAT2306 2']","['PHY2500', 'MAT2306']"
17011200,"['PHY3606', 'PHY3163', 'PHY1113 5']","['PHY3606', 'PHY3163', 'PHY1113']"
17012016,['PHY2302 5'],['PHY2302']
17014449,['MAT2301 1'],['MAT2301']
17014568,['PHY2304 1'],['PHY2304']
17015011,"['PHY3606', 'PHY2302 6', 'PHY3163']","['PHY3606', 'PHY3163', 'PHY2302']"
17017069,['MAT3305'],['MAT3305']
17017132,['BIO3302 1'],['BIO3302']
17017310,['PHY2304 5'],['PHY2304']
17018714,['PHY2304 5'],['PHY2304']
17102728,"['MAT2301 2', 'CHE1080 3']","['CHE1080', 'MAT2301']"
17102761,"['CHE1081 3', 'CHE1080 4']","['CHE1080', 'CHE1081']"
17103491,['POL1001 10'],['POL1001']
17103517,['CHE1080 5'],['CHE1080']
17104149,['MAT1091 10'],['MAT1091']
17105255,['SMP1055 1'],['SMP1055']
17105588,"['PHI1002 1', 'HIS1001 6', 'POL1001 3', 'SMP1012 8']","['POL1001', 'SMP1012', 'PHI1002', 'HIS1001']"
17105643,['CHE1057 2'],['CHE1057']
17106080,['CHE1057 2'],['CHE1057']
17106930,['CHE1077 TNH'],['CHE1077 TNH']
17108016,"['CHE1057 2', 'CHE1081 1']","['CHE1081', 'CHE1057']"
17108445,['MAT1101 6'],['MAT1101']
17108468,['CHE1080 5'],['CHE1080']
17108599,"['POL1001 12', 'PHI1002 8']","['POL1001', 'PHI1002']"
18000000,['CHE1075'],['CHE1075']
18000003,"['BIO3098', 'BIO2203 4', 'BIO2045 1']","['BIO2045', 'BIO3098', 'BIO2203']"
18000006,"['PHY3167 1', 'PHY2306']","['PHY2306', 'PHY3167']"
18000012,['MAT3539 2'],['MAT3539']
18000025,['BIO3252 1'],['BIO3252']
18000038,"['MAT3539 2', 'MAT3533']","['MAT3539', 'MAT3533']"
18000061,"['PHY1103 12', 'EVS3244 2', 'EVS4073 2', 'PHI1002 3']","['EVS3244', 'EVS4073', 'PHI1002', 'PHY1103']"
18000071,"['MAT2403 3', 'CHE1081 6', 'PHI1002 3']","['PHI1002', 'MAT2403', 'CHE1081']"
18000093,['PHI1002 10'],['PHI1002']
18000164,"['MAT1192 2', 'MAT1090 1']","['MAT1090', 'MAT1192']"
18000174,"['PHY1108 3', 'PHY2304 1']","['PHY1108', 'PHY2304']"
18000176,"['PHY2306', 'PHY2304 7', 'PHY2302 4']","['PHY2306', 'PHY2304', 'PHY2302']"
18000229,"['POL1001 2', 'CHE1079 2TNH']","['POL1001', 'CHE1079 TNH']"
18000259,"['PHY1100 8', 'MAT1192 2', 'GEO3219']","['GEO3219', 'MAT1192', 'PHY1100']"
18000260,"['CHE3045', 'MAT1090 1', 'PHI1002 7']","['CHE3045', 'MAT1090', 'PHI1002']"
18000274,"['BIO2800 4CLCCNS', 'BIO3301 1CLCCNS']","['BIO3301 CLCCNS', 'BIO2800 CLCCNS']"
18000307,"['MAT3539 2', 'MAT2406', 'MAT3452 1']","['MAT3539', 'MAT2406', 'MAT3452']"
18000311,['MAT3533'],['MAT3533']
18000314,"['POL1001 2', 'EVS3232']","['POL1001', 'EVS3232']"
18000321,"['CHE1075', 'CHE1091 1']","['CHE1075', 'CHE1091']"
18000326,"['CHE2114', 'CHE3300 1', 'MAT1092 1']","['CHE2114', 'MAT1092', 'CHE3300']"
18000329,"['MAT3300 1', 'MAT2306 2', 'MAT3500 1', 'MAT3539 1', 'MAT3514 1']","['MAT2306', 'MAT3539', 'MAT3300', 'MAT3514', 'MAT3500']"
18000333,['EVS4073 1'],['EVS4073']
18000338,"['BIO2089 TNS', 'MAT1101 5', 'MAT1259 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'BIO2504 TNS', 'BIO3257 TNS']","['BIO2089 TNS', 'MAT1101', 'MAT1259 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'BIO2504 TNS', 'BIO3257 TNS']"
18000339,"['MAT1101 7', 'EVS3245 1', 'PHY1100 10', 'EVS4071 1', 'PHY1103 10', 'CHE1057 3']","['MAT1101', 'PHY1100', 'EVS3245', 'EVS4071', 'PHY1103', 'CHE1057']"
18000380,"['MAT3539 1', 'MAT3452 1', 'MAT2407 2']","['MAT2407', 'MAT3539', 'MAT3452']"
18000389,['PHY2304 1'],['PHY2304']
18000398,['BIO3182 2CLCCNS'],['BIO3182 CLCCNS']
18000455,['CHE1081 2'],['CHE1081']
18000481,"['MAT3539 1', 'MAT3533', 'MAT4073']","['MAT3539', 'MAT3533', 'MAT4073']"
18000511,"['MAT1101 1', 'CHE1057 4', 'EVS4071 3', 'EVS4073 2', 'PHY1100 14', 'EVS2301 1']","['EVS4073', 'MAT1101', 'PHY1100', 'EVS2301', 'EVS4071', 'CHE1057']"
18000521,"['MAT3300 2', 'POL1001 11', 'MAT3533', 'MAT2407 2']","['MAT2407', 'POL1001', 'MAT3533', 'MAT3300']"
18000544,['POL1001 2'],['POL1001']
18000567,"['MAT3535 CLCMTKHTT', 'MAT2502 3CLCMTKHTT']","['MAT2502 CLCMTKHTT', 'MAT3535 CLCMTKHTT']"
18000590,['BIO3098'],['BIO3098']
18000595,"['CHE1081 8', 'BIO2045E 3CLCCNS', 'BIO3182 5CLCCNS']","['BIO2045E CLCCNS', 'BIO3182 CLCCNS', 'CHE1081']"
18000613,"['PHY2304 6', 'PHY3606 2TNL', 'PHY3508 4TNL']","['PHY3508 TNL', 'PHY3606 TNL', 'PHY2304']"
18000621,"['MAT3539 2', 'MAT2303 4', 'MAT2306 1', 'MAT4073']","['MAT3539', 'MAT2306', 'MAT2303', 'MAT4073']"
18000665,"['PHI1002 12', 'MAT1090 1', 'CHE2114', 'CHE3300 1', 'MAT1092 3']","['CHE3300', 'MAT1092', 'PHI1002', 'CHE2114', 'MAT1090']"
18000697,['MAT3525'],['MAT3525']
18000701,"['MAT2406', 'MAT3525', 'MAT3533']","['MAT2406', 'MAT3525', 'MAT3533']"
18000702,['CHE1065'],['CHE1065']
18000733,"['MAT3539 1', 'MAT3373', 'MAT3533', 'MAT2407 2']","['MAT2407', 'MAT3539', 'MAT3373', 'MAT3533']"
18000757,"['BIO3099', 'BIO2045 2']","['BIO2045', 'BIO3099']"
18000762,['CHE2018'],['CHE2018']
18000767,['CHE1081 8'],['CHE1081']
18000842,['PHY2304 6'],['PHY2304']
18000888,['PHY1108 5'],['PHY1108']
18000899,"['BIO2203 1', 'PHY1100 12']","['BIO2203', 'PHY1100']"
18000908,"['BIO3330 CLCCNS', 'BIO3301 2CLCCNS']","['BIO3330 CLCCNS', 'BIO3301 CLCCNS']"
18000929,['CHE1079 2TNH'],['CHE1079 TNH']
18000951,"['CHE3045', 'CHE3300 1']","['CHE3045', 'CHE3300']"
18000956,"['PHY1108 1', 'PHY2304 3', 'CHE1080 1']","['PHY1108', 'CHE1080', 'PHY2304']"
18000957,"['CHE1080 2', 'BIO2202 1', 'BIO2201 1', 'BIO3252 3']","['CHE1080', 'BIO2201', 'BIO2202', 'BIO3252']"
18000972,['PHY2306'],['PHY2306']
18000973,['PHY2306'],['PHY2306']
18001015,['EVS3232'],['EVS3232']
18001018,"['CHE1048', 'CHE1067 3']","['CHE1048', 'CHE1067']"
18001059,['MAT2318 1'],['MAT2318']
18001071,"['BIO3330 CLCCNS', 'BIO2800 1CLCCNS']","['BIO3330 CLCCNS', 'BIO2800 CLCCNS']"
18001097,"['MAT2308', 'MAT2403 1', 'MAT3452 1', 'MAT3539 2', 'MAT3525']","['MAT2308', 'MAT3539', 'MAT3452', 'MAT3525', 'MAT2403']"
18001106,"['PHY3606', 'PHY3508 2', 'PHY3608']","['PHY3606', 'PHY3508', 'PHY3608']"
18001126,"['CHE1080 2', 'PHY1100 14', 'PHY1103 6']","['CHE1080', 'PHY1103', 'PHY1100']"
18001179,['BIO3258 1'],['BIO3258']
18001199,['POL1001 10'],['POL1001']
18001200,"['BIO3258 1', 'MAT1090 1', 'BIO3304 2']","['MAT1090', 'BIO3304', 'BIO3258']"
18001207,"['MAT3539 1', 'MAT4073']","['MAT3539', 'MAT4073']"
18001210,['PHI1002 7'],['PHI1002']
18001240,"['MAT1192 4', 'PHY1100 9', 'MAT1101 9']","['MAT1101', 'MAT1192', 'PHY1100']"
18001244,['BIO3304 1'],['BIO3304']
18001258,['EVS3232'],['EVS3232']
18001260,['PHI1002 10'],['PHI1002']
18001289,['HIS1056 1'],['HIS1056']
18001304,"['MAT3539 1', 'MAT4073']","['MAT3539', 'MAT4073']"
18001317,"['GEO3219', 'HIS1056 10', 'MAT1091 7', 'PHY1103 1', 'MAT1092 3']","['HIS1056', 'GEO3219', 'MAT1091', 'MAT1092', 'PHY1103']"
18001328,['PHY1161 1CTĐB'],['PHY1161 CTĐB']
18001343,"['MAT3514 2', 'POL1001 7', 'MAT3452 1']","['POL1001', 'MAT3452', 'MAT3514']"
18001344,"['BIO3330 CLCCNS', 'BIO3301 2CLCCNS']","['BIO3330 CLCCNS', 'BIO3301 CLCCNS']"
18001379,['EVS3232'],['EVS3232']
18001392,"['PHY2302 3', 'PHY2004']","['PHY2004', 'PHY2302']"
18001423,"['MAT3539 1', 'MAT3514 2', 'MAT3452 1']","['MAT3539', 'MAT3452', 'MAT3514']"
18001456,"['MAT2301 1', 'MAT4072']","['MAT2301', 'MAT4072']"
18001461,"['MAT2301 1', 'MAT4072', 'MAT3300 3TNT']","['MAT3300 TNT', 'MAT2301', 'MAT4072']"
18001468,['MAT4073'],['MAT4073']
18001486,"['BIO3330 CLCCNS', 'BIO2201 4', 'BIO3301 1CLCCNS']","['BIO3330 CLCCNS', 'BIO3301 CLCCNS', 'BIO2201']"
18001503,"['MAT2502 2', 'MAT3535 CLCMTKHTT', 'PHI1002 7']","['MAT2502', 'MAT3535 CLCMTKHTT', 'PHI1002']"
18001565,"['MAT3539 2', 'GEO3266', 'MAT3533']","['MAT3539', 'GEO3266', 'MAT3533']"
18001615,"['MAT1101 6', 'MAT1091 5', 'BIO3182 2CLCCNS', 'CHE1057 6CLCCNS', 'BIO2400E 2CLCCNS']","['MAT1101', 'MAT1091', 'CHE1057 CLCCNS', 'BIO3182 CLCCNS', 'BIO2400E CLCCNS']"
18001628,"['MAT3344 1', 'MAT4072', 'MAT3318 2TNT', 'MAT3322 TNT']","['MAT3318 TNT', 'MAT3344', 'MAT4072', 'MAT3322 TNT']"
18001650,"['BIO3252 1', 'POL1001 12']","['POL1001', 'BIO3252']"
18001669,"['MAT2308', 'MAT3525']","['MAT2308', 'MAT3525']"
18001677,['HMO3204'],['HMO3204']
18001679,"['PHY1103 11', 'GEO2059 1', 'MAT1192 1', 'GLO2056', 'PHY1100 7']","['MAT1192', 'PHY1100', 'GEO2059', 'GLO2056', 'PHY1103']"
